Symbol,sys_name,SGD,WT_SSL,WT_HL,CBC_SSL,CBC1_HL,RRP6_SSL,RRP6-HL
NA,YBR056W ,YBR056W ,93.3,N.A.,211.2,N.A.,151.9,85.18
NA,YBR056w-a ,YBR056w-a ,155.6,24.47,1363.9,17.26,1195.6,29.24
MUM2,YBR057C ,YBR057C ,208.3,21.56,295.4,23.87,203.5,46.51
UBP14,YBR058C ,YBR058C ,147.1,25.2,239,46.5,205.3,40.37
TSC3,YBR058c-a ,YBR058c-a ,1802.9,15.43,1796.4,22.75,1651.1,23.06
AKL1,YBR059C ,YBR059C ,421.2,35.87,515.3,31.6,523.6,282.85
ORC2,YBR060C ,YBR060C ,251.3,35.5,234.6,N.A.,273.8,16.64
TRM7,YBR061C ,YBR061C ,451.8,14.14,1074.7,19.69,855.7,10.74
NA,YBR062C ,YBR062C ,1462.3,128.14,1117.3,46.73,1306.2,210.63
NA,YBR063C ,YBR063C ,94.3,22.35,114.9,23.71,206.8,15.12
NA,YBR064W ,YBR064W ,170.5,28.45,58.8,90.64,90.5,19.14
ECM2,YBR065C ,YBR065C ,147.9,18.04,117.1,24.93,160.2,10.51
NRG2,YBR066C ,YBR066C ,391.9,51.17,605.8,64.83,329.8,29.45
TIP1,YBR067C ,YBR067C ,1938.4,N.A.,2212.3,N.A.,1276.3,N.A.
BAP2,YBR068C ,YBR068C ,1359,53.07,807.9,23.39,1012,189.93
TAT1,YBR069C ,YBR069C ,730.4,8.98,543.1,17.32,485.3,11.73
NA,YBR070C ,YBR070C ,408.3,18.63,506.1,20.63,401.8,N.A.
NA,YBR071W ,YBR071W ,369.7,14.29,388.3,30.46,265.7,38.11
HSP26,YBR072W ,YBR072W ,202.5,N.A.,1305.7,N.A.,924.1,N.A.
RDH54,YBR073W ,YBR073W ,646,15.65,1018.3,17.08,707.6,20.61
NA,YBR074W ,YBR074W ,110.3,14.24,114.6,26.62,146.8,24.88
NA,YBR075W ,YBR075W ,76.6,12.76,40.4,N.A.,83,14.54
ECM8,YBR076W ,YBR076W ,43.8,253.08,22.3,N.A.,99.1,68.86
NA,YBR077C ,YBR077C ,787.8,26.5,812.2,41.27,641.5,38.49
ECM33,YBR078W ,YBR078W ,6529,17.89,8833.7,23.79,3253.4,20.61
ECM33,YBR078W ,YBR078W ,13059.1,19.15,11738.2,26.79,7471.1,26.6
RPG1,YBR079C ,YBR079C ,2999.6,27.81,2896.3,49.64,2552,23.17
SEC18,YBR080C ,YBR080C ,546.4,48.83,562.8,161.04,477.8,N.A.
SPT7,YBR081C ,YBR081C ,266.8,24.02,257.4,24.8,261.7,31.43
UBC4,YBR082C ,YBR082C ,4407.8,339.83,4661.9,N.A.,4071.5,N.A.
TEC1,YBR083W ,YBR083W ,2968.3,9.72,2351.1,23.89,1723.9,14.77
MIS1,YBR084W ,YBR084W ,1910.5,30.6,1160.8,39.62,1339.8,24.85
NA,YBR085c-a ,YBR085c-a ,602.8,N.A.,1297.4,N.A.,1598.8,N.A.
AAC3,YBR085W ,YBR085W ,644.1,11.68,371.4,70.56,333.2,14.37
IST2,YBR086C ,YBR086C ,1473.9,28.43,1371.9,29.34,1238.7,42.69
RFC5,YBR087W ,YBR087W ,507,22.98,968.6,23.88,856.8,19.97
POL30,YBR088C ,YBR088C ,737.4,27.43,1150.6,N.A.,1349.2,7.23
NA,YBR089W ,YBR089W ,20.9,5,17.6,N.A.,37.3,5.26
NA,YBR090C ,YBR090C ,2043.2,31.97,2655.7,21.58,1521.7,66.48
NA,YBR090C ,YBR090C ,44.7,11.71,11.2,N.A.,25.7,62.17
NA,YBR090C-A ,YBR090C-A ,705.8,67.73,1121.4,35.86,840.1,32.26
NA,YBR090C-A ,YBR090C-A ,237.4,21.76,438,26.73,694.8,15.39
MRS5,YBR091C ,YBR091C ,1047.3,18.26,1396.9,19.08,1243.1,19.62
PHO3,YBR092C ,YBR092C ,476.8,39.44,398.4,107.33,45.5,N.A.
PHO5,YBR093C ,YBR093C ,23.2,22.74,56.7,5.04,1.3,35.17
NA,YBR094W ,YBR094W ,327.6,28.59,362.1,76.02,516.4,18.67
RXT2,YBR095C ,YBR095C ,715.2,20.69,936.8,64.06,652.8,30.85
NA,YBR096W ,YBR096W ,1027.1,18.97,1060.4,44.43,947.5,47.55
VPS15,YBR097W ,YBR097W ,500.9,14.72,472.8,17.59,444.8,43.63
MMS4,YBR098W ,YBR098W ,16.8,N.A.,41.3,282.47,44.6,73.94
NA,YBR099C ,YBR099C ,125.2,N.A.,148.2,N.A.,407.9,N.A.
NA,YBR100W ,YBR100W ,63.8,132.35,116.5,26.38,48.6,375.28
NA,YBR101C ,YBR101C ,2655.8,N.A.,3117.4,N.A.,3319.7,N.A.
EXO84,YBR102C ,YBR102C ,77,66.95,64.1,85.24,80.1,N.A.
SIF2,YBR103W ,YBR103W ,520.4,31.31,610.4,38.13,574.1,61.69
YMC2,YBR104W ,YBR104W ,563,7.63,379,16.09,445.5,12.41
VID24,YBR105C ,YBR105C ,331.3,29.12,364.6,44.16,222.4,N.A.
PHO88,YBR106W ,YBR106W ,11317.4,17.02,10809.1,29.13,7906.8,39.51
IML3,YBR107C ,YBR107C ,229.4,23.07,167.4,28.69,100.8,89.28
NA,YBR108W ,YBR108W ,157.7,20.11,167.5,276.94,115.7,N.A.
CMD1,YBR109C ,YBR109C ,3715.3,32.89,3829.2,38.17,3202.9,56.24
NA,YBR109w-a ,YBR109w-a ,18.9,284.72,98.3,15.53,94.7,N.A.
ALG1,YBR110W ,YBR110W ,434,56.07,324.3,39.15,432.3,N.A.
YSA1,YBR111C ,YBR111C ,3211.6,52.99,3431.1,44.28,1913.4,739.12
CYC8,YBR112C ,YBR112C ,681.8,15.46,553.8,28.05,613.8,24.94
NA,YBR113W ,YBR113W ,96.8,17.65,42.3,N.A.,55.9,11.82
RAD16,YBR114W ,YBR114W ,102.4,25.01,83.7,37.53,70.8,N.A.
LYS2,YBR115C ,YBR115C ,1082.7,11,497.5,23.1,839.4,16.34
NA,YBR116C ,YBR116C ,67.9,N.A.,249.3,N.A.,178.7,N.A.
NA,YBR116C ,YBR116C ,86.8,N.A.,254.3,N.A.,92.2,N.A.
TKL2,YBR117C ,YBR117C ,52.3,N.A.,131.3,N.A.,53.5,N.A.
MUD1,YBR119W ,YBR119W ,237.1,69.58,415.7,29.08,392.6,37.34
CBP6,YBR120C ,YBR120C ,674.7,39.26,771.6,73.06,431.2,103.42
GRS1,YBR121C ,YBR121C ,4316.5,39.59,4612.1,36.63,4199.6,24.47
MRPL36,YBR122C ,YBR122C ,965.8,38.59,1101.9,52.2,797.3,50.25
TFC1,YBR123C ,YBR123C ,378.2,23.51,426.4,18.39,469.5,24.59
NA,YBR124W ,YBR124W ,4.9,N.A.,6.1,N.A.,5.6,N.A.
PTC4,YBR125C ,YBR125C ,528.2,184.25,626.6,46.08,700.5,1464.9
TPS1,YBR126C ,YBR126C ,1759.2,N.A.,2579,N.A.,1612,N.A.
NA,YBR126w-a ,YBR126w-a ,15076.7,47.02,17424.1,20.09,6220,39.12
NA,YBR126w-a ,YBR126w-a ,9397.2,37.02,11310.5,24.63,3912.4,49.82
VMA2,YBR127C ,YBR127C ,5475,44.33,5171,83.31,3642,40.35
APG14,YBR128C ,YBR128C ,43.5,N.A.,42.7,194.12,20.6,N.A.
OPY1,YBR129C ,YBR129C ,282,16.04,205.3,64.2,225.1,29.83
SHE3,YBR130C ,YBR130C ,1135.1,63.69,1494,60.46,1077.3,86.47
CCZ1,YBR131W ,YBR131W ,226.8,11.66,255.7,19.1,279.3,21.92
AGP2,YBR132C ,YBR132C ,67.3,N.A.,36.4,N.A.,104.7,43.16
HSL7,YBR133C ,YBR133C ,806.2,12.59,479.2,29.92,636.6,20.65
NA,YBR134W ,YBR134W ,45.5,98.1,11.2,N.A.,41.8,N.A.
CKS1,YBR135W ,YBR135W ,891.8,26.81,1819.3,24.72,878.6,59.27
MEC1,YBR136W ,YBR136W ,169.3,27.11,212.4,12.28,212.1,38.83
NA,YBR137W ,YBR137W ,817.9,48.39,1097.1,679.12,730.9,139.95
HDR1,YBR138C ,YBR138C ,50.4,22.03,80.9,48.91,63.1,40.58
NA,YBR139W ,YBR139W ,929.3,N.A.,674.1,N.A.,432.9,N.A.
IRA1,YBR140C ,YBR140C ,434.3,23.7,287.6,35.99,497.5,28.28
NA,YBR141C ,YBR141C ,232.1,10.64,223.2,25.5,154.9,16.19
MAK5,YBR142W ,YBR142W ,537.9,12.5,618,25.17,676.8,8.52
SUP45,YBR143C ,YBR143C ,3166.1,16.79,2941,40.76,3057.9,24.87
NA,YBR144C ,YBR144C ,69.3,62.72,36.2,N.A.,151.6,64.9
ADH5,YBR145W ,YBR145W ,1969.8,35.85,386.2,N.A.,215.2,N.A.
MRPS9,YBR146W ,YBR146W ,1558.6,31.29,1246.3,53.57,1106.9,71.38
NA,YBR147W ,YBR147W ,164.3,N.A.,55.1,20.47,74.6,N.A.
YSW1,YBR148W ,YBR148W ,27.6,8.36,7.1,11.04,48.3,N.A.
ARA1,YBR149W ,YBR149W ,2049.8,32.31,3393.8,N.A.,1994.3,43.89
TBS1,YBR150C ,YBR150C ,267.2,12.25,272.4,21.62,362.8,19.76
APD1,YBR151W ,YBR151W ,1457.6,19.01,2971.3,33.03,2507.4,18.66
SPP381,YBR152W ,YBR152W ,11.9,N.A.,14.7,N.A.,25.9,321.52
RIB7,YBR153W ,YBR153W ,642.6,11.74,770.4,12.79,666.9,12.14
RPB5,YBR154C ,YBR154C ,1454.1,10.54,1961.7,20.76,1515.4,11.36
CNS1,YBR155W ,YBR155W ,505.2,14.28,680,18.8,586.6,25.76
SLI15,YBR156C ,YBR156C ,75.7,5.41,52.5,14.46,103.2,13.9
ICS2,YBR157C ,YBR157C ,28.9,N.A.,26.2,N.A.,126.5,32.9
CST13,YBR158W ,YBR158W ,1737.3,5.46,2314.6,7.67,1870.8,7.49
NA,YBR159W ,YBR159W ,2339,25.17,2365.8,55.1,1760,50.57
CDC28,YBR160W ,YBR160W ,472.5,N.A.,846.1,29.52,461.3,59.59
NA,YBR161W ,YBR161W ,333.7,23.64,255.8,32.77,242.2,46.86
TOS1,YBR162C ,YBR162C ,2401.2,10.76,2990,14.79,2309.2,11.92
YSY6,YBR162W-A ,YBR162W-A ,2695.4,9.44,3208,17.94,2789.7,12.27
DEM1,YBR163W ,YBR163W ,362.9,10.12,409.7,10.06,351.3,19.04
ARL1,YBR164C ,YBR164C ,1559.4,22.32,1741.7,114.53,1284,28.86
UBS1,YBR165W ,YBR165W ,178.5,20.86,212.8,38.12,216.8,95.9
TYR1,YBR166C ,YBR166C ,501.2,28.62,568.6,63.64,449.9,41.37
POP7,YBR167C ,YBR167C ,246.5,14.49,300.1,19.68,223.6,16.35
NA,YBR168W ,YBR168W ,82.4,N.A.,96.6,7.79,50.2,19.5
SSE2,YBR169C ,YBR169C ,342.6,N.A.,603.4,N.A.,621.6,N.A.
NPL4,YBR170C ,YBR170C ,500.6,23.54,585.3,46.76,496.5,183.69
SEC66,YBR171W ,YBR171W ,849,20.31,1178.2,N.A.,953.4,20.71
SMY2,YBR172C ,YBR172C ,178.6,19.41,292.6,14.94,282.7,9.72
UMP1,YBR173C ,YBR173C ,429.7,49.11,680.8,47.13,608.2,51.82
NA,YBR174C ,YBR174C ,14.3,4.67,10.5,6.58,15.3,N.A.
SWD3,YBR175W ,YBR175W ,487,15,466.6,13.25,570.1,31.65
ECM31,YBR176W ,YBR176W ,488.6,24.05,573.6,26.17,385.3,126.71
EHT1,YBR177C ,YBR177C ,1909.1,N.A.,1842,N.A.,1679.6,N.A.
NA,YBR178W ,YBR178W ,99.1,16.84,32.4,9.98,33.8,N.A.
FZO1,YBR179C ,YBR179C ,578.4,31.44,507,39.71,407.6,52.49
DTR1,YBR180W ,YBR180W ,83.3,6.83,2.7,N.A.,8.1,N.A.
SMP1,YBR182C ,YBR182C ,77.3,31.85,191.7,35.66,155.3,22.61
YPC1,YBR183W ,YBR183W ,705.2,166.04,867,N.A.,563.5,N.A.
NA,YBR184W ,YBR184W ,43.3,147.09,40.3,72.15,43.6,182.16
MBA1,YBR185C ,YBR185C ,1043.8,75.11,1396.7,39.84,1135.4,57.97
PCH2,YBR186W ,YBR186W ,5.1,12.97,17.8,20.7,24.2,73.35
NA,YBR187W ,YBR187W ,2100.8,15.75,2200.7,17.55,1801.9,16.78
NTC20,YBR188C ,YBR188C ,267.3,21.01,474.3,33.32,320.2,19.37
RPS9B,YBR189W ,YBR189W ,6036.5,19.5,7284.4,29.41,4482.2,14.95
RPS9B,YBR189W ,YBR189W ,11549.5,23.51,12971.6,25.63,9843.5,18.06
NA,YBR190W ,YBR190W ,74.4,N.A.,55.7,N.A.,45.8,7.04
RPL21A,YBR191W ,YBR191W ,21317.4,70.03,17600.5,33.12,10654.1,505.39
RIM2,YBR192W ,YBR192W ,614.3,18.08,690,23.27,502.9,31.8
MED8,YBR193C ,YBR193C ,232.1,43.87,261.9,73.15,286,33.33
NA,YBR194W ,YBR194W ,518,17.37,1071.8,27.76,802,21.86
MSI1,YBR195C ,YBR195C ,502.3,16.87,484.5,18.04,469.9,21.09
PGI1,YBR196C ,YBR196C ,15466.5,48.25,14468.4,100.53,12173.2,148.88
NA,YBR197C ,YBR197C ,134.7,15.3,174.2,20.42,151.8,14.82
TAF5,YBR198C ,YBR198C ,877.5,12.94,734.8,26.23,716.4,29.57
KTR4,YBR199W ,YBR199W ,1017.7,102.68,1157,83.54,1083.8,79.81
BEM1,YBR200W ,YBR200W ,200.2,11.08,185,266.63,223.1,40.44
DER1,YBR201W ,YBR201W ,290.4,13.98,544.3,25.59,299.6,25.18
DER1,YBR201W ,YBR201W ,110.7,88.07,259,73.97,126.5,47.36
CDC47,YBR202W ,YBR202W ,585.7,8.35,494.7,15.02,516.4,14.91
NA,YBR203W ,YBR203W ,23.9,N.A.,42.9,15.34,19.4,N.A.
NA,YBR204C ,YBR204C ,182,N.A.,281.7,180.57,229.4,N.A.
KTR3,YBR205W ,YBR205W ,1074,25.16,1116.3,43.97,1061,26.23
KTR3,YBR205W ,YBR205W ,1976.6,32.75,1483.4,54.92,1005.8,38.46
NA,YBR206W ,YBR206W ,684.2,23.33,1053.3,47.44,622.2,46.01
FTH1,YBR207W ,YBR207W ,1506.4,N.A.,1213.8,N.A.,1473.1,N.A.
DUR1,YBR208C ,YBR208C ,174.3,17.2,75.3,8.79,260,129.75
NA,YBR209W ,YBR209W ,34.8,21.91,4.8,N.A.,40.6,11.32
NA,YBR210W ,YBR210W ,1104.8,14.43,1222,16,685.1,65.75
AME1,YBR211C ,YBR211C ,72.4,75.07,146.9,25.08,98.9,55.69
NGR1,YBR212W ,YBR212W ,792.1,130.39,1008.4,20.9,1299.6,N.A.
MET8,YBR213W ,YBR213W ,405.5,N.A.,496.5,52.83,233.3,N.A.
SDS24,YBR214W ,YBR214W ,236.8,N.A.,475.7,N.A.,253.8,N.A.
HPC2,YBR215W ,YBR215W ,150.2,9.45,209.2,24.9,243.3,11.97
NA,YBR216C ,YBR216C ,66.1,24.51,111.1,34.5,135.4,19.52
APG12,YBR217W ,YBR217W ,96.7,15.97,119.3,37.14,127.7,21.66
PYC2,YBR218C ,YBR218C ,3525.5,34.7,2662.1,34.82,3018.8,23.81
NA,YBR219C ,YBR219C ,379,12.66,54.8,N.A.,210.5,12.72
NA,YBR220C ,YBR220C ,279.1,18.4,331.3,23.64,272.3,18.85
NA,YBR220C ,YBR220C ,469.7,12.37,593.3,18.35,406.6,24.6
PDB1,YBR221C ,YBR221C ,2930.9,19.67,2766,56.91,3327.1,20.89
FAT2,YBR222C ,YBR222C ,613.9,39.86,658.1,150.53,623,44.66
TDP1,YBR223C ,YBR223C ,245.5,21.02,347.1,36.94,167.9,68.52
NA,YBR224W ,YBR224W ,234,24.71,137,N.A.,174.6,16.72
NA,YBR225W ,YBR225W ,187.2,32.07,233.7,34.6,257.5,60.45
NA,YBR226C ,YBR226C ,51,N.A.,76.2,785.13,120,18.69
MCX1,YBR227C ,YBR227C ,235.7,19.39,422.2,21.4,214.1,26.96
SLX1,YBR228W ,YBR228W ,195,14.91,159.3,36.01,151.5,98.64
ROT2,YBR229C ,YBR229C ,602.4,15.48,473.6,33.68,409.6,25.73
NA,YBR230C ,YBR230C ,2823.8,N.A.,1867.8,N.A.,869.9,N.A.
AOR1,YBR231C ,YBR231C ,189.8,18.26,295.5,31.52,174.6,53.04
NA,YBR232C ,YBR232C ,47.5,N.A.,153.8,10.85,79.8,16.64
PBP2,YBR233W ,YBR233W ,214.9,27.83,263.1,21.23,197.2,25.48
ARC40,YBR234C ,YBR234C ,2926.8,34.48,2782,81.37,1543.9,N.A.
NA,YBR235W ,YBR235W ,419.1,16.87,424.9,15.63,309,74.8
ABD1,YBR236C ,YBR236C ,371.4,27.08,452.4,62.03,398.9,27.81
PRP5,YBR237W ,YBR237W ,103.9,11.62,182.2,16.95,103.8,34.84
NA,YBR238C ,YBR238C ,483.7,12.47,338.8,17.25,458.4,18.54
NA,YBR239C ,YBR239C ,301.2,19.78,281,18.57,249.3,25.45
THI2,YBR240C ,YBR240C ,50.7,26.52,88.1,513.33,71,171.05
NA,YBR241C ,YBR241C ,411.5,N.A.,556.5,N.A.,459.9,N.A.
NA,YBR242W ,YBR242W ,445.7,16.15,427.3,21.47,371.4,29.12
ALG7,YBR243C ,YBR243C ,626.2,29.98,764.1,29.15,342.4,N.A.
GPX2,YBR244W ,YBR244W ,359,N.A.,243.1,N.A.,290.6,N.A.
ISW1,YBR245C ,YBR245C ,242.7,17.42,224.8,14.19,223,25.2
NA,YBR246W ,YBR246W ,738.5,18.24,804.9,16.82,882.5,28.21
ENP1,YBR247C ,YBR247C ,1429.3,12.43,1279.1,21.47,1136.9,12.84
HIS7,YBR248C ,YBR248C ,2014.6,10.76,1281.4,N.A.,1303.9,53.46
ARO4,YBR249C ,YBR249C ,4323.4,22.55,2864.8,82.27,2786.5,20.57
NA,YBR250W ,YBR250W ,71.5,9.61,45.3,N.A.,73.5,N.A.
MRPS5,YBR251W ,YBR251W ,254.3,32.04,290.7,171.22,294.4,62.78
DUT1,YBR252W ,YBR252W ,2715.9,15.68,3334.5,28.3,3010.4,16.37
SRB6,YBR253W ,YBR253W ,180.7,13.35,244.1,13.28,229,15.34
TRS20,YBR254C ,YBR254C ,590.2,12.59,792.2,21.36,880.1,14.91
NA,YBR255W ,YBR255W ,35,81.25,107.2,22.3,92.5,17.65
RIB5,YBR256C ,YBR256C ,235.9,40.41,220.7,36.47,177.2,50.16
POP4,YBR257W ,YBR257W ,242.4,17.77,358.4,23.62,338.3,11.83
SHG1,YBR258C ,YBR258C ,93.3,23.04,85.4,20.36,77.7,23.58
NA,YBR259W ,YBR259W ,51.9,17.9,107.2,35.21,88.5,21.12
RGD1,YBR260C ,YBR260C ,612.2,53.96,1036.9,30.78,773.2,51.48
NA,YBR261C ,YBR261C ,1587.1,30.61,2474.8,25.01,1084.9,22.16
NA,YBR262C ,YBR262C ,3491.5,29.03,3663.8,24.99,1669.5,50.48
SHM1,YBR263W ,YBR263W ,6278.2,22.21,5342,32.87,3801.1,26.32
YPT10,YBR264C ,YBR264C ,575.7,14.23,712.2,44.54,546.6,15
TSC10,YBR265W ,YBR265W ,850.8,14.57,1162.4,18.68,667.8,19.42
NA,YBR266C ,YBR266C ,32,N.A.,111,23.85,90,5.21
NA,YBR266C ,YBR266C ,36.5,N.A.,36.1,18.45,33.2,23.03
NA,YBR267W ,YBR267W ,711.8,5.41,606.6,11.62,717.7,7.44
MRPL37,YBR268W ,YBR268W ,3046.9,22.67,2946.4,26.06,1995.4,23.77
NA,YBR269C ,YBR269C ,812.9,75.05,1186,57.12,725.9,406.76
NA,YBR270C ,YBR270C ,108.6,16.76,112.4,46.46,132.7,21.32
NA,YBR271W ,YBR271W ,321.7,8.64,241.9,12.19,368,5.01
HSM3,YBR272C ,YBR272C ,152.6,233.03,185.1,47.31,193.7,30.27
NA,YBR273C ,YBR273C ,774.7,N.A.,722.1,N.A.,619.9,N.A.
CHK1,YBR274W ,YBR274W ,426.9,14.01,549.3,20.91,519.1,34.04
RIF1,YBR275C ,YBR275C ,501.9,10.72,137.7,15.94,249.5,16.81
PPS1,YBR276C ,YBR276C ,960.1,13.98,968,10.77,610.7,31.02
NA,YBR277C ,YBR277C ,27.8,N.A.,12.9,9.31,74,46.54
DPB3,YBR278W ,YBR278W ,346.1,34.06,418.9,28.44,310.7,N.A.
PAF1,YBR279W ,YBR279W ,319.2,26.73,405.6,23.4,363.7,N.A.
NA,YBR280C ,YBR280C ,321.4,N.A.,293.4,48.98,244,N.A.
NA,YBR281C ,YBR281C ,260.5,52.4,196.2,19.56,195,N.A.
MRPL27,YBR282W ,YBR282W ,1572.6,54.73,1454.7,49.6,980,210.22
SSH1,YBR283C ,YBR283C ,3186,13.16,3033.7,32.75,3164.1,25.43
NA,YBR284W ,YBR284W ,125.1,327.55,112.8,497.83,325.3,62.08
NA,YBR285W ,YBR285W ,2.8,N.A.,2.7,95.58,16.1,21.1
APE3,YBR286W ,YBR286W ,8812.7,44.98,8333.2,79.91,5357.6,198.78
NA,YBR287W ,YBR287W ,501.7,N.A.,929.7,30.85,758.6,152.83
APM3,YBR288C ,YBR288C ,635.9,44.02,1024,39.58,870.3,47.5
SNF5,YBR289W ,YBR289W ,521.8,24.79,617,21.58,529.3,26.14
BSD2,YBR290W ,YBR290W ,274.7,57.53,458.6,54.53,413.3,141.74
CTP1,YBR291C ,YBR291C ,381.7,8.81,282.1,17.52,372.2,15.88
NA,YBR292C ,YBR292C ,60.3,36.42,106.1,54.38,173.9,24.49
NA,YBR293W ,YBR293W ,194,32.3,254.6,22.19,449.7,88.7
SUL1,YBR294W ,YBR294W ,55.4,46.42,22,N.A.,66.4,133.04
PCA1,YBR295W ,YBR295W ,197.5,N.A.,336.2,15.09,657.9,N.A.
PHO89,YBR296C ,YBR296C ,362.7,N.A.,192.6,N.A.,209.2,N.A.
MAL33,YBR297W ,YBR297W ,143.7,N.A.,173.3,N.A.,508.7,N.A.
MAL31,YBR298C ,YBR298C ,119.4,40.02,74.8,138.75,110.3,N.A.
MAL32,YBR299W ,YBR299W ,65.1,204.25,37.3,N.A.,73.8,25.59
NA,YBR300C ,YBR300C ,56.6,14.81,41,13.4,41,424.9
DAN3,YBR301W ,YBR301W ,417.5,39.1,336.8,28.42,619.1,79.56
COS2,YBR302C ,YBR302C ,718.1,56.27,891.1,N.A.,592.3,46.92
NA,YBRCDELTA11 ,YBRCDELTA11 ,30.5,7.76,19.1,8.47,3.2,38.55
NA,YBRCDELTA14 ,YBRCDELTA14 ,10,16.58,10,N.A.,7.1,N.A.
NA,YBRCDELTA18 ,YBRCDELTA18 ,13.8,N.A.,2.5,N.A.,1,N.A.
NA,YBRCDELTA19 ,YBRCDELTA19 ,29.9,40.09,53.4,34.37,46.2,13.16
NA,YBRWDELTA12 ,YBRWDELTA12 ,2247.1,25.79,1084.9,182.61,2887.6,20.85
NA,YBRWDELTA13 ,YBRWDELTA13 ,1539.3,69.93,1189.5,58.47,2638.3,25.3
NA,YBRWDELTA15 ,YBRWDELTA15 ,11,4.57,3.5,N.A.,0.6,19.3
NA,YBRWDELTA15 ,YBRWDELTA15 ,104.3,18.42,35.6,93.6,88.7,13.43
NA,YBRWDELTA16 ,YBRWDELTA16 ,41.3,46.8,95.8,30.21,117.8,16.7
NA,YBRWDELTA17 ,YBRWDELTA17 ,23.3,117.93,19.2,194.44,17.6,732.46
NA,YBRWTY1-2 ,YBRWTY1-2 ,2799.7,57.08,2840,30.07,4668.4,31.65
RER1,YCL001W ,YCL001W ,1185.6,23.88,858.1,304.33,695.1,71.78
NA,YCL001W-A ,YCL001W-A ,1.1,422.71,2.8,N.A.,2.1,31.56
NA,YCL002C ,YCL002C ,430.6,11.6,149.4,44.89,330.4,17.5
PGS1,YCL004W ,YCL004W ,53,74.85,88.3,19.46,86.9,163.26
NA,YCL005W ,YCL005W ,634.3,12.36,764.4,15.95,404.4,26.11
NA,YCL006C ,YCL006C ,74.6,16.14,99.5,16.93,161.6,20.29
CWH36,YCL007C ,YCL007C ,67.5,20.45,49.5,N.A.,458.4,20.33
STP22,YCL008C ,YCL008C ,424.2,35.72,564.3,44.11,564.6,56.11
STP22,YCL008C ,YCL008C ,160.3,290.63,244.8,225.49,318,N.A.
ILV6,YCL009C ,YCL009C ,8070.5,21.46,6076.9,47.54,3419.9,56.11
SGF29,YCL010C ,YCL010C ,93.6,8.83,164.8,15.87,288.3,62.9
GBP2,YCL011C ,YCL011C ,1017.8,17.91,1084.5,33.23,1568.2,27.75
NA,YCL012W ,YCL012W ,812,13.12,515.6,28.81,633.4,20.73
BUD3,YCL014W ,YCL014W ,247.5,10.46,176.8,45.81,192.1,20.34
DCC1,YCL016C ,YCL016C ,236.6,14.18,303.8,304.94,211.6,24.96
NFS1,YCL017C ,YCL017C ,2406.9,50.75,2494.9,60.01,2147.5,69.3
LEU2,YCL018W ,YCL018W ,2143.7,34.18,1426.3,302.93,746,176.94
NA,YCL022C ,YCL022C ,108.6,13.02,45.3,N.A.,35.2,N.A.
NA,YCL022C ,YCL022C ,130.4,11.32,61,28.3,51.7,N.A.
NA,YCL023C ,YCL023C ,231,26.07,39.1,N.A.,99.8,20.13
KCC4,YCL024W ,YCL024W ,166.4,8.19,121,16.47,102.3,23.83
KCC4,YCL024W ,YCL024W ,222.4,7.59,232.9,199.47,158.4,24.38
AGP1,YCL025C ,YCL025C ,1047.2,11.58,642.5,14.01,458.7,15.91
FRM2,YCL026C-A ,YCL026C-A ,98.1,21.25,56.2,N.A.,153.5,56.17
FUS1,YCL027W ,YCL027W ,338.2,6.25,374.4,15.19,457.2,6.75
RNQ1,YCL028W ,YCL028W ,1349.8,35.64,1767.4,54.04,1241.9,38.85
BIK1,YCL029C ,YCL029C ,138.8,23.28,208.3,172.56,272,19.97
HIS4,YCL030C ,YCL030C ,7967.2,27.91,6942.2,48.95,3113.8,N.A.
RRP7,YCL031C ,YCL031C ,442.1,10,795.9,29.19,734.4,10.47
STE50,YCL032W ,YCL032W ,107.3,110.17,300.2,36.29,208.3,31.85
NA,YCL033C ,YCL033C ,898.5,29.14,1027.3,42.54,528.8,75.46
LSB5,YCL034W ,YCL034W ,633.1,N.A.,968.6,52.96,823.3,N.A.
GRX1,YCL035C ,YCL035C ,4027.4,79.36,4016.4,N.A.,1741.9,N.A.
GFD2,YCL036W ,YCL036W ,686.4,7.3,408.6,13.29,556,10.19
SRO9,YCL037C ,YCL037C ,1543.8,8.42,1142.3,20.97,1304,19.02
AUT4,YCL038C ,YCL038C ,317.8,43.68,398.9,36.48,454.3,49.71
NA,YCL039W ,YCL039W ,128.9,78,130.5,117.83,148.2,N.A.
GLK1,YCL040W ,YCL040W ,3677.4,N.A.,5497.6,N.A.,1561.5,N.A.
NA,YCL041C ,YCL041C ,54,N.A.,37.3,N.A.,134.2,N.A.
NA,YCL042W ,YCL042W ,173.8,N.A.,390.7,447.91,222.2,N.A.
NA,YCL042W ,YCL042W ,685.6,N.A.,2267.6,N.A.,691.2,N.A.
PDI1,YCL043C ,YCL043C ,9403.6,46.9,9379.7,79.87,5720.5,169.55
NA,YCL044C ,YCL044C ,626.7,24.98,801.1,30.57,652.4,N.A.
NA,YCL045C ,YCL045C ,238.8,20.83,167.1,98.3,273.5,24.32
NA,YCL046W ,YCL046W ,9.7,N.A.,22.1,N.A.,27.7,47.27
NA,YCL047C ,YCL047C ,159.3,37.61,207.6,38.31,126.8,55.15
NA,YCL048W ,YCL048W ,1.7,84.47,1.3,N.A.,5.8,13.93
NA,YCL049C ,YCL049C ,1229.3,30.71,1246.6,N.A.,2255.4,475.34
